catid,xcat,lcat,mcat,scat
50002931,디지털/가전,PC주변기기,마우스,프리젠터
50001204,디지털/가전,PC주변기기,키보드,
50002932,디지털/가전,PC주변기기,키보드,무선키보드
50002933,디지털/가전,PC주변기기,키보드,유선키보드
50002934,디지털/가전,PC주변기기,키보드,키패드
50001594,디지털/가전,PC주변기기,키보드/마우스세트,
50001205,디지털/가전,PC주변기기,태블릿/액세서리,
50002935,디지털/가전,PC주변기기,태블릿/액세서리,태블릿
50002936,디지털/가전,PC주변기기,태블릿/액세서리,태블릿액세서리
50001206,디지털/가전,PC주변기기,복합기,
50002937,디지털/가전,PC주변기기,복합기,잉크젯복합기
50002938,디지털/가전,PC주변기기,복합기,컬러레이저복합기
50002939,디지털/가전,PC주변기기,복합기,흑백레이저복합기
50001207,디지털/가전,PC주변기기,프린터,
50002940,디지털/가전,PC주변기기,프린터,잉크젯프린터
50002941,디지털/가전,PC주변기기,프린터,레이저프린터
50002942,디지털/가전,PC주변기기,프린터,포토프린터
50002943,디지털/가전,PC주변기기,프린터,도트프린터
50002944,디지털/가전,PC주변기기,프린터,라벨프린터
50002945,디지털/가전,PC주변기기,프린터,바코드프린터
50002946,디지털/가전,PC주변기기,프린터,영수증프린터
50002947,디지털/가전,PC주변기기,프린터,플로터
50005481,디지털/가전,PC주변기기,프린터,3D프린터
50007228,디지털/가전,PC주변기기,프린터,카드프린터
50001208,디지털/가전,PC주변기기,복합기/프린터소모품,
50002948,디지털/가전,PC주변기기,복합기/프린터소모품,잉크
50002949,디지털/가전,PC주변기기,복합기/프린터소모품,토너
50002951,디지털/가전,PC주변기기,복합기/프린터소모품,기타복합기/프린터소모품
50005482,디지털/가전,PC주변기기,복합기/프린터소모품,3D프린터소모품
50001209,디지털/가전,PC주변기기,스캐너,
50002952,디지털/가전,PC주변기기,스캐너,명함스캐너
50002953,디지털/가전,PC주변기기,스캐너,바코드스캐너
50002954,디지털/가전,PC주변기기,스캐너,양면스캐너
50002955,디지털/가전,PC주변기기,스캐너,펜스캐너
50002956,디지털/가전,PC주변기기,스캐너,평판스캐너
50002957,디지털/가전,PC주변기기,스캐너,필름스캐너
50006840,디지털/가전,PC주변기기,스캐너,3D 스캐너
50000087,디지털/가전,학습기기,,
50001728,디지털/가전,학습기기,전자사전,
50001729,디지털/가전,학습기기,전자책,
50001730,디지털/가전,학습기기,어학학습기,
50001731,디지털/가전,학습기기,학습보조기,
50001732,디지털/가전,학습기기,보이스레코더,
50001198,디지털/가전,학습기기,학습기기액세서리,
50002767,디지털/가전,학습기기,학습기기액세서리,보호필름/키스킨
50002768,디지털/가전,학습기기,학습기기액세서리,케이스/파우치
50002769,디지털/가전,학습기기,학습기기액세서리,충전기/케이블
50000096,디지털/가전,저장장치,,
50001600,디지털/가전,저장장치,외장HDD,
50001601,디지털/가전,저장장치,외장SSD,
50001602,디지털/가전,저장장치,NAS,
50001615,디지털/가전,저장장치,USB메모리,
50001616,디지털/가전,저장장치,HDD,
50001617,디지털/가전,저장장치,SSD,
50001216,디지털/가전,저장장치,ODD,
50003088,디지털/가전,저장장치,ODD,CD/DVD콤보
50003089,디지털/가전,저장장치,ODD,CD-ROM
50003090,디지털/가전,저장장치,ODD,CD레코더
50003091,디지털/가전,저장장치,ODD,DVD-ROM
50003092,디지털/가전,저장장치,ODD,DVD레코더
50003093,디지털/가전,저장장치,ODD,블루레이
50001217,디지털/가전,저장장치,공미디어,
50003094,디지털/가전,저장장치,공미디어,CD미디어
50003095,디지털/가전,저장장치,공미디어,DVD미디어
50003096,디지털/가전,저장장치,공미디어,블루레이미디어
50003097,디지털/가전,저장장치,공미디어,기타공미디어
50003098,디지털/가전,저장장치,공미디어,미디어보관함
50003099,디지털/가전,저장장치,공미디어,미디어전용라벨
50003100,디지털/가전,저장장치,공미디어,기타공미디어액세서리
50001618,디지털/가전,저장장치,기타저장장치,
50001619,디지털/가전,저장장치,저장장치액세서리,
50000088,디지털/가전,게임기/타이틀,,
50001733,디지털/가전,게임기/타이틀,가정용게임기,
50001734,디지털/가전,게임기/타이틀,휴대용게임기,
50001735,디지털/가전,게임기/타이틀,PC게임,
50001736,디지털/가전,게임기/타이틀,게임타이틀,
50001199,디지털/가전,게임기/타이틀,게임기주변기기,
50002770,디지털/가전,게임기/타이틀,게임기주변기기,조이스틱/컨트롤러
50002771,디지털/가전,게임기/타이틀,게임기주변기기,가방/케이스
50002772,디지털/가전,게임기/타이틀,게임기주변기기,보호필름
50002773,디지털/가전,게임기/타이틀,게임기주변기기,충전기기
50002774,디지털/가전,게임기/타이틀,게임기주변기기,음향기기
50002775,디지털/가전,게임기/타이틀,게임기주변기기,기타주변기기
50000004,가구/인테리어,,,
50000100,가구/인테리어,침실가구,,
50001228,가구/인테리어,침실가구,침대,
50003210,가구/인테리어,침실가구,침대,싱글침대
50003211,가구/인테리어,침실가구,침대,슈퍼싱글침대
50003212,가구/인테리어,침실가구,침대,더블침대
50003213,가구/인테리어,침실가구,침대,퀸침대
50003214,가구/인테리어,침실가구,침대,킹침대
50003215,가구/인테리어,침실가구,침대,침대프레임
50003216,가구/인테리어,침실가구,침대,이층침대
50003217,가구/인테리어,침실가구,침대,이단침대
50003218,가구/인테리어,침실가구,침대,접이식침대
50003219,가구/인테리어,침실가구,침대,돌침대
50003220,가구/인테리어,침실가구,침대,흙침대
50003221,가구/인테리어,침실가구,침대,베드벤치
50006200,가구/인테리어,침실가구,침대,패밀리침대
50007069,가구/인테리어,침실가구,침대,모션베드
50001229,가구/인테리어,침실가구,매트리스,
50003222,가구/인테리어,침실가구,매트리스,싱글매트리스
50003223,가구/인테리어,침실가구,매트리스,슈퍼싱글매트리스
50003224,가구/인테리어,침실가구,매트리스,더블매트리스
50003225,가구/인테리어,침실가구,매트리스,퀸매트리스
50003226,가구/인테리어,침실가구,매트리스,킹매트리스
50001230,가구/인테리어,침실가구,장롱/붙박이장,
50003227,가구/인테리어,침실가구,장롱/붙박이장,옷장
50003228,가구/인테리어,침실가구,장롱/붙박이장,장롱
50003229,가구/인테리어,침실가구,장롱/붙박이장,붙박이장
50003230,가구/인테리어,침실가구,장롱/붙박이장,틈새옷장
50003231,가구/인테리어,침실가구,장롱/붙박이장,드레스룸
50001231,가구/인테리어,침실가구,화장대,
50003232,가구/인테리어,침실가구,화장대,일반화장대
50003233,가구/인테리어,침실가구,화장대,콘솔
50003234,가구/인테리어,침실가구,화장대,좌식화장대
50003235,가구/인테리어,침실가구,화장대,화장품정리함
50003236,가구/인테리어,침실가구,화장대,화장대의자
50001232,가구/인테리어,침실가구,거울,
50003237,가구/인테리어,침실가구,거울,벽걸이거울
50003238,가구/인테리어,침실가구,거울,전신거울
50003239,가구/인테리어,침실가구,거울,탁상거울
50003240,가구/인테리어,침실가구,거울,손거울
50007189,가구/인테리어,침실가구,서랍장,
50001307,가구/인테리어,침실가구,협탁,
50001308,가구/인테리어,침실가구,부부테이블,
50001309,가구/인테리어,침실가구,침실세트,
50000101,가구/인테리어,거실가구,,
50001234,가구/인테리어,거실가구,소파,
50003242,가구/인테리어,거실가구,소파,가죽소파
50003243,가구/인테리어,거실가구,소파,인조가죽소파
50003244,가구/인테리어,거실가구,소파,패브릭소파
50003245,가구/인테리어,거실가구,소파,리클라이너소파
50003246,가구/인테리어,거실가구,소파,좌식소파
50003247,가구/인테리어,거실가구,소파,소파베드
50003248,가구/인테리어,거실가구,소파,벤치소파
50003249,가구/인테리어,거실가구,소파,수납소파
50003250,가구/인테리어,거실가구,소파,빈백
50001235,가구/인테리어,거실가구,테이블,
50003251,가구/인테리어,거실가구,테이블,거실테이블
50003253,가구/인테리어,거실가구,테이블,사이드테이블
50003254,가구/인테리어,거실가구,테이블,접이식테이블
50001310,가구/인테리어,거실가구,TV거실장,
50001311,가구/인테리어,거실가구,장식장,
50000102,가구/인테리어,주방가구,,
50001236,가구/인테리어,주방가구,식탁/의자,
50003255,가구/인테리어,주방가구,식탁/의자,식탁세트
50003256,가구/인테리어,주방가구,식탁/의자,식탁테이블
50003257,가구/인테리어,주방가구,식탁/의자,아일랜드식탁
50003258,가구/인테리어,주방가구,식탁/의자,레인지대겸용식탁
50003260,가구/인테리어,주방가구,식탁/의자,식탁의자
50003261,가구/인테리어,주방가구,식탁/의자,아일랜드식탁의자
50001313,가구/인테리어,주방가구,레인지대,
50001314,가구/인테리어,주방가구,싱크대,
50001315,가구/인테리어,주방가구,왜건/카트,
50001316,가구/인테리어,주방가구,주방수납장,
50001317,가구/인테리어,주방가구,그릇장/컵보드,
50001318,가구/인테리어,주방가구,기타주방가구,
50000103,가구/인테리어,수납가구,,
50001319,가구/인테리어,수납가구,행거,
50001320,가구/인테리어,수납가구,수납장,
50001321,가구/인테리어,수납가구,선반,
50001322,가구/인테리어,수납가구,공간박스,
50001323,가구/인테리어,수납가구,고가구,
50001324,가구/인테리어,수납가구,나비장,
50001325,가구/인테리어,수납가구,CD/DVD장,
50001326,가구/인테리어,수납가구,신발장,
50001327,가구/인테리어,수납가구,우산꽂이,
50001328,가구/인테리어,수납가구,잡지꽂이,
50001329,가구/인테리어,수납가구,코너장,
50001330,가구/인테리어,수납가구,소품수납함,
50000104,가구/인테리어,아동/주니어가구,,
50001332,가구/인테리어,아동/주니어가구,책상,
50001333,가구/인테리어,아동/주니어가구,책상의자,
50001334,가구/인테리어,아동/주니어가구,책상의자세트,
50001335,가구/인테리어,아동/주니어가구,책장,
50001336,가구/인테리어,아동/주니어가구,책꽂이,
50001237,가구/인테리어,아동/주니어가구,침대,
50003262,가구/인테리어,아동/주니어가구,침대,일반침대
50003671,가구/인테리어,아동/주니어가구,침대,벙커침대
50003672,가구/인테리어,아동/주니어가구,침대,2단침대
50003673,가구/인테리어,아동/주니어가구,침대,2층침대
50001337,가구/인테리어,아동/주니어가구,옷장,
50001338,가구/인테리어,아동/주니어가구,행거,
50001339,가구/인테리어,아동/주니어가구,서랍장,
50001340,가구/인테리어,아동/주니어가구,수납장,
50001341,가구/인테리어,아동/주니어가구,의자,
50001342,가구/인테리어,아동/주니어가구,소파,
50001344,가구/인테리어,아동/주니어가구,소품가구,
50001345,가구/인테리어,아동/주니어가구,아동침실세트,
50000105,가구/인테리어,서재/사무용가구,,
50001238,가구/인테리어,서재/사무용가구,책상,
50003263,가구/인테리어,서재/사무용가구,책상,h형 책상
50003675,가구/인테리어,서재/사무용가구,책상,일자형 책상
50003676,가구/인테리어,서재/사무용가구,책상,좌식책상
50003677,가구/인테리어,서재/사무용가구,책상,2인용 책상
50003678,가구/인테리어,서재/사무용가구,책상,컴퓨터책상
50003679,가구/인테리어,서재/사무용가구,책상,코너형책상
50003680,가구/인테리어,서재/사무용가구,책상,독서실책상
50003681,가구/인테리어,서재/사무용가구,책상,삼나무/원목책상
50007169,가구/인테리어,서재/사무용가구,책상,스탠딩책상
50003695,가구/인테리어,서재/사무용가구,책상,책상소품
50001346,가구/인테리어,서재/사무용가구,책장,
50001347,가구/인테리어,서재/사무용가구,책꽂이,
50001239,가구/인테리어,서재/사무용가구,의자,
50003264,가구/인테리어,서재/사무용가구,의자,일반의자
50003682,가구/인테리어,서재/사무용가구,의자,인테리어의자
50003683,가구/인테리어,서재/사무용가구,의자,목받침의자
50003265,가구/인테리어,서재/사무용가구,의자,좌식의자
50003266,가구/인테리어,서재/사무용가구,의자,스툴
50003291,가구/인테리어,서재/사무용가구,의자,안락의자
50003292,가구/인테리어,서재/사무용가구,의자,흔들의자
50003293,가구/인테리어,서재/사무용가구,의자,하이팩의자
50003294,가구/인테리어,서재/사무용가구,의자,간이/접이식의자
50003295,가구/인테리어,서재/사무용가구,의자,의자발받침대
50001240,가구/인테리어,서재/사무용가구,사무/교구용가구,
50003296,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책상
50003297,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용책장
50003298,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용소파
50003299,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자
50003300,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용수납가구
50003301,가구/인테리어,서재/사무용가구,사무/교구용가구,파티션
50003302,가구/인테리어,서재/사무용가구,사무/교구용가구,캐비닛
50003303,가구/인테리어,서재/사무용가구,사무/교구용가구,회의테이블
50003304,가구/인테리어,서재/사무용가구,사무/교구용가구,교구용가구/소품
50003305,가구/인테리어,서재/사무용가구,사무/교구용가구,학원/학교책걸상
50003306,가구/인테리어,서재/사무용가구,사무/교구용가구,기타사무/교구용가구
50000106,가구/인테리어,아웃도어가구,,
50001054,가구/인테리어,아웃도어가구,야외테이블,
50001055,가구/인테리어,아웃도어가구,야외의자,
50001056,가구/인테리어,아웃도어가구,정원그네,
50001057,가구/인테리어,아웃도어가구,정자,
50001058,가구/인테리어,아웃도어가구,야외벤치,
50001059,가구/인테리어,아웃도어가구,기타아웃도어가구,
50000107,가구/인테리어,DIY자재/용품,,
50001060,가구/인테리어,DIY자재/용품,목재,
50001061,가구/인테리어,DIY자재/용품,반제품,
50001113,가구/인테리어,DIY자재/용품,가구부속품,
50003307,가구/인테리어,DIY자재/용품,가구부속품,가구다리
50003308,가구/인테리어,DIY자재/용품,가구부속품,가구바퀴
50003309,가구/인테리어,DIY자재/용품,가구부속품,경첩/꺽쇠/자석철물류
50003310,가구/인테리어,DIY자재/용품,가구부속품,나사/못
50003311,가구/인테리어,DIY자재/용품,가구부속품,로프/철망
50003312,가구/인테리어,DIY자재/용품,가구부속품,서랍레일
50003313,가구/인테리어,DIY자재/용품,가구부속품,소켓/옷걸이봉
50003314,가구/인테리어,DIY자재/용품,가구부속품,기타가구부속품
50001114,가구/인테리어,DIY자재/용품,바닥재,
50003315,가구/인테리어,DIY자재/용품,바닥재,마루
50003316,가구/인테리어,DIY자재/용품,바닥재,매트류
50003317,가구/인테리어,DIY자재/용품,바닥재,온돌마루
50003318,가구/인테리어,DIY자재/용품,바닥재,인조잔디
50003319,가구/인테리어,DIY자재/용품,바닥재,장판
50003320,가구/인테리어,DIY자재/용품,바닥재,필름난방
50003321,가구/인테리어,DIY자재/용품,바닥재,기타바닥재
50001062,가구/인테리어,DIY자재/용품,손잡이,
50001115,가구/인테리어,DIY자재/용품,타일,
50003322,가구/인테리어,DIY자재/용품,타일,스텐타일
50003684,가구/인테리어,DIY자재/용품,타일,아트타일
50003685,가구/인테리어,DIY자재/용품,타일,우드타일
50003686,가구/인테리어,DIY자재/용품,타일,유리타일
50003687,가구/인테리어,DIY자재/용품,타일,자기질타일
50003688,가구/인테리어,DIY자재/용품,타일,점착식타일
50003689,가구/인테리어,DIY자재/용품,타일,카페트타일
50007146,가구/인테리어,DIY자재/용품,타일,도기질타일
50001063,가구/인테리어,DIY자재/용품,파벽돌,
50001065,가구/인테리어,DIY자재/용품,패널,
50001116,가구/인테리어,DIY자재/용품,벽지,
50003323,가구/인테리어,DIY자재/용품,벽지,합지벽지
50003324,가구/인테리어,DIY자재/용품,벽지,실크벽지
50003325,가구/인테리어,DIY자재/용품,벽지,뮤럴벽지
50003326,가구/인테리어,DIY자재/용품,벽지,포인트벽지
50003327,가구/인테리어,DIY자재/용품,벽지,띠벽지
50003328,가구/인테리어,DIY자재/용품,벽지,기타벽지
50003329,가구/인테리어,DIY자재/용품,시트지,타일시트지
50003690,가구/인테리어,DIY자재/용품,시트지,무늬목시트지
50003691,가구/인테리어,DIY자재/용품,시트지,단색시트지
50003692,가구/인테리어,DIY자재/용품,시트지,포인트시트지
50003693,가구/인테리어,DIY자재/용품,시트지,아이방시트지
50003694,가구/인테리어,DIY자재/용품,시트지,뮤럴시트지
50003696,가구/인테리어,DIY자재/용품,시트지,유리용시트지
50001066,가구/인테리어,DIY자재/용품,데코스티커,
50001067,가구/인테리어,DIY자재/용품,접착제/보수용품,
50006959,가구/인테리어,DIY자재/용품,중문,
50007046,가구/인테리어,DIY자재/용품,욕실/바스,
50000109,가구/인테리어,침구단품,,
50001123,가구/인테리어,침구단품,매트/침대커버,
50003470,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글침대커버
50003471,가구/인테리어,침구단품,매트/침대커버,더블/퀸/킹침대커버
50003472,가구/인테리어,침구단품,매트/침대커버,싱글/슈퍼싱글매트커버
50003473,가구/인테리어,침구단품,매트/침대커버,더블/퀀/킹매트커버
50001124,가구/인테리어,침구단품,베개,
50003474,가구/인테리어,침구단품,베개,계절베개
50003475,가구/인테리어,침구단품,베개,라텍스베개
50003476,가구/인테리어,침구단품,베개,메모리폼베개
50003477,가구/인테리어,침구단품,베개,베개커버
50003478,가구/인테리어,침구단품,베개,베개커버세트
50000969,가구/인테리어,침구단품,스프레드,
50000970,가구/인테리어,침구단품,차렵이불,
50000971,가구/인테리어,침구단품,홑이불,
50001125,가구/인테리어,침구단품,패드,
50003479,가구/인테리어,침구단품,패드,싱글/슈퍼싱글패드
50003480,가구/인테리어,침구단품,패드,더블/퀸/킹패드
50001126,가구/인테리어,침구단품,요,
50003481,가구/인테리어,침구단품,요,요세트
50003482,가구/인테리어,침구단품,요,요커버
50000972,가구/인테리어,침구단품,이불커버,
50000973,가구/인테리어,침구단품,담요,
50000974,가구/인테리어,침구단품,무릎담요,
50000975,가구/인테리어,침구단품,전기매트커버,
50007048,가구/인테리어,침구단품,토퍼,
50007049,가구/인테리어,침구단품,토퍼커버,
50000976,가구/인테리어,침구단품,기타침구단품,
50000110,가구/인테리어,침구세트,,
50001127,가구/인테리어,침구세트,침대커버세트,
50003483,가구/인테리어,침구세트,침대커버세트,싱글침대커버세트
50003484,가구/인테리어,침구세트,침대커버세트,슈퍼싱글침대커버세트
50003485,가구/인테리어,침구세트,침대커버세트,더블/퀸침대커버세트
50003486,가구/인테리어,침구세트,침대커버세트,킹침대커버세트
50001128,가구/인테리어,침구세트,매트커버세트,
50003487,가구/인테리어,침구세트,매트커버세트,싱글매트커버세트
50003488,가구/인테리어,침구세트,매트커버세트,슈퍼싱글매트커버세트
50003489,가구/인테리어,침구세트,매트커버세트,더블/퀸매트커버세트
50003490,가구/인테리어,침구세트,매트커버세트,킹매트커버세트
50001129,가구/인테리어,침구세트,이불베개세트,
50003491,가구/인테리어,침구세트,이불베개세트,싱글이불베개세트
50003492,가구/인테리어,침구세트,이불베개세트,슈퍼싱글이불베개세트
50003493,가구/인테리어,침구세트,이불베개세트,더블/퀸이불베개세트
50003494,가구/인테리어,침구세트,이불베개세트,킹이불베개세트
50001130,가구/인테리어,침구세트,이불패드세트,
50003495,가구/인테리어,침구세트,이불패드세트,싱글이불패드세트
50003496,가구/인테리어,침구세트,이불패드세트,슈퍼싱글이불패드세트
50003497,가구/인테리어,침구세트,이불패드세트,더블/퀸이불패드세트
50003498,가구/인테리어,침구세트,이불패드세트,킹이불패드세트
50001131,가구/인테리어,침구세트,요이불세트,
50003499,가구/인테리어,침구세트,요이불세트,1인용
50003500,가구/인테리어,침구세트,요이불세트,2/3인용
50000977,가구/인테리어,침구세트,한실예단세트,
50000112,가구/인테리어,카페트/러그,,
50001135,가구/인테리어,카페트/러그,카페트,
50003511,가구/인테리어,카페트/러그,카페트,면/극세사카페트
50003512,가구/인테리어,카페트/러그,카페트,파일카페트
50003513,가구/인테리어,카페트/러그,카페트,원목/우드카페트
50000981,가구/인테리어,카페트/러그,러그,
50000982,가구/인테리어,카페트/러그,발매트,
50000983,가구/인테리어,카페트/러그,대자리,
50000984,가구/인테리어,카페트/러그,왕골자리,
50000852,가구/인테리어,카페트/러그,쿨매트,
50000113,가구/인테리어,커튼/블라인드,,
50001136,가구/인테리어,커튼/블라인드,커튼,
50003514,가구/인테리어,커튼/블라인드,커튼,거실용커튼
50003515,가구/인테리어,커튼/블라인드,커튼,창문용커튼
50003516,가구/인테리어,커튼/블라인드,커튼,커튼링/봉
50000857,가구/인테리어,커튼/블라인드,로만셰이드,
50000858,가구/인테리어,커튼/블라인드,커튼/로만세트,
50000859,가구/인테리어,커튼/블라인드,블라인드,
50006168,가구/인테리어,커튼/블라인드,콤비블라인드,
50000860,가구/인테리어,커튼/블라인드,버티컬,
50000861,가구/인테리어,커튼/블라인드,롤스크린,
50000862,가구/인테리어,커튼/블라인드,바란스,
50000863,가구/인테리어,커튼/블라인드,캐노피,
50000864,가구/인테리어,커튼/블라인드,대나무발,
50000865,가구/인테리어,커튼/블라인드,비즈발,
50000866,가구/인테리어,커튼/블라인드,자바라,
50000867,가구/인테리어,커튼/블라인드,커튼액세서리,
50000853,가구/인테리어,커튼/블라인드,실커튼,
50000154,가구/인테리어,홈데코,,
50001137,가구/인테리어,홈데코,커버류,
50003517,가구/인테리어,홈데코,커버류,소파커버/패드
50003518,가구/인테리어,홈데코,커버류,에어컨커버
50003520,가구/인테리어,홈데코,커버류,피아노커버
50003521,가구/인테리어,홈데코,커버류,기타커버류
50001138,가구/인테리어,홈데코,주방데코,
50003522,가구/인테리어,홈데코,주방데코,식탁보
50003523,가구/인테리어,홈데코,주방데코,식탁보세트
50003524,가구/인테리어,홈데코,주방데코,식탁매트
50003525,가구/인테리어,홈데코,주방데코,의자커버
50003526,가구/인테리어,홈데코,주방데코,러너
50003527,가구/인테리어,홈데코,주방데코,앞치마
50003640,가구/인테리어,홈데코,주방데코,주방장갑
50003641,가구/인테리어,홈데코,주방데코,기타주방데코
50001139,가구/인테리어,홈데코,쿠션/방석,
50003642,가구/인테리어,홈데코,쿠션/방석,일반방석
50003643,가구/인테리어,홈데코,쿠션/방석,계절방석
50003644,가구/인테리어,홈데코,쿠션/방석,기능성방석
50003645,가구/인테리어,홈데코,쿠션/방석,방석커버
50003646,가구/인테리어,홈데코,쿠션/방석,일반쿠션
50003647,가구/인테리어,홈데코,쿠션/방석,기능성쿠션
50003648,가구/인테리어,홈데코,쿠션/방석,등쿠션
50003649,가구/인테리어,홈데코,쿠션/방석,대쿠션/대방석
50003650,가구/인테리어,홈데코,쿠션/방석,헤드쿠션
50003651,가구/인테리어,홈데코,쿠션/방석,목쿠션/아이필로우
50003652,가구/인테리어,홈데코,쿠션/방석,바디필로우
50003653,가구/인테리어,홈데코,쿠션/방석,팔꿈치/손목쿠션
50003654,가구/인테리어,홈데코,쿠션/방석,쿠션커버
50003655,가구/인테리어,홈데코,쿠션/방석,쿠션/방석커버세트
50003656,가구/인테리어,홈데코,쿠션/방석,쿠션/방석기타
50000111,가구/인테리어,솜류,,
50001132,가구/인테리어,솜류,베개솜/속통,
50003501,가구/인테리어,솜류,베개솜/속통,일반베개솜
50003502,가구/인테리어,솜류,베개솜/속통,양모베개솜
50003503,가구/인테리어,솜류,베개솜/속통,거위털/오리털베개솜
50003504,가구/인테리어,솜류,베개솜/속통,마이크로화이바베개솜
50001133,가구/인테리어,솜류,요솜/매트솜,
50003505,가구/인테리어,솜류,요솜/매트솜,견면요솜
50003506,가구/인테리어,솜류,요솜/매트솜,목화요솜
50001134,가구/인테리어,솜류,이불솜,
50003507,가구/인테리어,솜류,이불솜,일반이불솜
50003508,가구/인테리어,솜류,이불솜,양모이불솜
50003509,가구/인테리어,솜류,이불솜,거위털/오리털이불솜
50003510,가구/인테리어,솜류,이불솜,마이크로화이바이불솜
50000979,가구/인테리어,솜류,쿠션솜,
50000980,가구/인테리어,솜류,방석솜,
50000114,가구/인테리어,수예,,
50001140,가구/인테리어,수예,뜨개질,
50003657,가구/인테리어,수예,뜨개질,뜨개질실
50003658,가구/인테리어,수예,뜨개질,뜨개질바늘
50003659,가구/인테리어,수예,뜨개질,패키지
50003660,가구/인테리어,수예,뜨개질,완제품
50001141,가구/인테리어,수예,자수,
50003661,가구/인테리어,수예,자수,도안
50003662,가구/인테리어,수예,자수,원단
50003663,가구/인테리어,수예,자수,실/바늘
50003664,가구/인테리어,수예,자수,패키지
50003665,가구/인테리어,수예,자수,완제품
50001142,가구/인테리어,수예,퀼트/펠트,
50003666,가구/인테리어,수예,퀼트/펠트,도안
50003667,가구/인테리어,수예,퀼트/펠트,원단
50003668,가구/인테리어,수예,퀼트/펠트,패키지
50003669,가구/인테리어,수예,퀼트/펠트,완제품
50000849,가구/인테리어,수예,원단,
50000850,가구/인테리어,수예,수예용품/부자재,
50006874,가구/인테리어,수예,보석십자수,
50000851,가구/인테리어,수예,기타수예,
50000108,가구/인테리어,인테리어소품,,
50001118,가구/인테리어,인테리어소품,스탠드,
50003330,가구/인테리어,인테리어소품,스탠드,단스탠드
50003331,가구/인테리어,인테리어소품,스탠드,장스탠드
50001119,가구/인테리어,인테리어소품,조명,
50003332,가구/인테리어,인테리어소품,조명,벽등
50003333,가구/인테리어,인테리어소품,조명,샹들리에
50003334,가구/인테리어,인테리어소품,조명,거실조명
50003335,가구/인테리어,인테리어소품,조명,야외조명
50003336,가구/인테리어,인테리어소품,조명,분수등
50003337,가구/인테리어,인테리어소품,조명,주방조명
50003338,가구/인테리어,인테리어소품,조명,욕실조명
50003339,가구/인테리어,인테리어소품,조명,현관조명
50003340,가구/인테리어,인테리어소품,조명,인테리어조명
50003341,가구/인테리어,인테리어소품,조명,전구
50003342,가구/인테리어,인테리어소품,조명,형광등
50007247,가구/인테리어,인테리어소품,조명,LED모듈
50001120,가구/인테리어,인테리어소품,시계,
50003343,가구/인테리어,인테리어소품,시계,벽시계
50003344,가구/인테리어,인테리어소품,시계,알람/탁상시계
50003345,가구/인테리어,인테리어소품,시계,스탠드시계
50001121,가구/인테리어,인테리어소품,액자,
50003346,가구/인테리어,인테리어소품,액자,탁상용액자
50003347,가구/인테리어,인테리어소품,액자,벽걸이액자
50003348,가구/인테리어,인테리어소품,액자,파티션액자
50003349,가구/인테리어,인테리어소품,액자,캐릭터액자
50003350,가구/인테리어,인테리어소품,액자,퍼즐/그림/사진액자
50003351,가구/인테리어,인테리어소품,액자,포토보드/집게
50003352,가구/인테리어,인테리어소품,액자,액자세트
50006309,가구/인테리어,인테리어소품,미술작품,
50006310,가구/인테리어,인테리어소품,미술작품,회화
50006311,가구/인테리어,인테리어소품,미술작품,판화
50006312,가구/인테리어,인테리어소품,미술작품,아트포스터
50006313,가구/인테리어,인테리어소품,미술작품,사진작품
50006788,가구/인테리어,인테리어소품,미술작품,공예디자인
50007190,가구/인테리어,인테리어소품,미술작품,조각
50001122,가구/인테리어,인테리어소품,아로마/캔들용품,
50003353,가구/인테리어,인테리어소품,아로마/캔들용품,초/향초
50003354,가구/인테리어,인테리어소품,아로마/캔들용품,촛대/홀더
50003355,가구/인테리어,인테리어소품,아로마/캔들용품,아로마램프/오일
50003356,가구/인테리어,인테리어소품,아로마/캔들용품,아로마방향제/디퓨저
50006875,가구/인테리어,인테리어소품,아로마/캔들용품,캔들만들기
50006876,가구/인테리어,인테리어소품,아로마/캔들용품,석고방향제만들기
50003357,가구/인테리어,인테리어소품,아로마/캔들용품,기타아로마/캔들용품
50001069,가구/인테리어,인테리어소품,장식인형,
50001070,가구/인테리어,인테리어소품,장식미니어쳐,
50001071,가구/인테리어,인테리어소품,화병,
50001072,가구/인테리어,인테리어소품,인테리어파티션,
50001073,가구/인테리어,인테리어소품,인테리어창문,
50001074,가구/인테리어,인테리어소품,인터폰박스,
50001075,가구/인테리어,인테리어소품,인테리어분수,
50001076,가구/인테리어,인테리어소품,오르골,
50000961,가구/인테리어,인테리어소품,워터볼,
50000962,가구/인테리어,인테리어소품,우체통,
50000963,가구/인테리어,인테리어소품,도어벨,
50000964,가구/인테리어,인테리어소품,디자인문패,
50000965,가구/인테리어,인테리어소품,냉장고자석,
50000966,가구/인테리어,인테리어소품,앤틱소품,
50000967,가구/인테리어,인테리어소품,전통공예소품,
50000968,가구/인테리어,인테리어소품,기타장식용품,
50000005,출산/육아,,,
50000115,출산/육아,분유,,
50000854,출산/육아,분유,국내분유,
50000855,출산/육아,분유,수입분유,
50000856,출산/육아,분유,특수분유,
